text,sentiment,cleaning,casefolding,tokenizing,normalisasi,stopword,steeming,cleaned
100 tahun ketak hoay : dari penjaja tekstil sampai ke pendekar pena .,neutral, tahun ketak hoay dari penjaja tekstil sampai ke pendekar pena , tahun ketak hoay dari penjaja tekstil sampai ke pendekar pena ,"['tahun', 'ketak', 'hoay', 'dari', 'penjaja', 'tekstil', 'sampai', 'ke', 'pendekar', 'pena']","['tahun', 'ketak', 'hoay', 'dari', 'penjaja', 'tekstil', 'sampai', 'ke', 'pendekar', 'pena']","['ketak', 'hoay', 'penjaja', 'tekstil', 'pendekar', 'pena']","['ketak', 'hoay', 'jaja', 'tekstil', 'pendekar', 'pena']",ketak hoay jaja tekstil pendekar pena
andai sahaja kubu prabowo tidak menjatuhkan kubu jokowi saya pasti pilih prabowo . tapi bohong iya iya iya iya iya iya saya tidak suka politik .,negative,andai sahaja kubu prabowo tidak menjatuhkan kubu jokowi saya pasti pilih prabowo tapi bohong iya iya iya iya iya iya saya tidak suka politik ,andai sahaja kubu prabowo tidak menjatuhkan kubu jokowi saya pasti pilih prabowo tapi bohong iya iya iya iya iya iya saya tidak suka politik ,"['andai', 'sahaja', 'kubu', 'prabowo', 'tidak', 'menjatuhkan', 'kubu', 'jokowi', 'saya', 'pasti', 'pilih', 'prabowo', 'tapi', 'bohong', 'iya', 'iya', 'iya', 'iya', 'iya', 'iya', 'saya', 'tidak', 'suka', 'politik']","['andai', 'sahaja', 'kubu', 'prabowo', 'tidak', 'menjatuhkan', 'kubu', 'jokowi', 'saya', 'pasti', 'pilih', 'prabowo', 'tapi', 'bohong', 'iya', 'iya', 'iya', 'iya', 'iya', 'iya', 'saya', 'tidak', 'suka', 'politik']","['andai', 'sahaja', 'kubu', 'prabowo', 'menjatuhkan', 'kubu', 'jokowi', 'pilih', 'prabowo', 'bohong', 'iya', 'iya', 'iya', 'iya', 'iya', 'iya', 'suka', 'politik']","['andai', 'sahaja', 'kubu', 'prabowo', 'jatuh', 'kubu', 'jokowi', 'pilih', 'prabowo', 'bohong', 'iya', 'iya', 'iya', 'iya', 'iya', 'iya', 'suka', 'politik']",andai sahaja kubu prabowo jatuh kubu jokowi pilih prabowo bohong iya iya iya iya iya iya suka politik
"memang ya sepertinya aku tidak ditakdirkan nikmatin indomie goreng , padahal cuma menebus mi nya lho . bisa-bisa nya berlebihan - cooked . grinningfacewithsweat",negative,memang ya sepertinya aku tidak ditakdirkan nikmatin indomie goreng padahal cuma menebus mi nya lho bisa bisa nya berlebihan cooked grinningfacewithsweat,memang ya sepertinya aku tidak ditakdirkan nikmatin indomie goreng padahal cuma menebus mi nya lho bisa bisa nya berlebihan cooked grinningfacewithsweat,"['memang', 'ya', 'sepertinya', 'aku', 'tidak', 'ditakdirkan', 'nikmatin', 'indomie', 'goreng', 'padahal', 'cuma', 'menebus', 'mi', 'nya', 'lho', 'bisa', 'bisa', 'nya', 'berlebihan', 'cooked', 'grinningfacewithsweat']","['memang', 'ya', 'sepertinya', 'aku', 'tidak', 'ditakdirkan', 'menikmati', 'indomie', 'goreng', 'padahal', 'cuma', 'menebus', 'mi', 'nya', 'lho', 'bisa', 'bisa', 'nya', 'berlebihan', 'cooked', 'grinningfacewithsweat']","['ya', 'ditakdirkan', 'menikmati', 'indomie', 'goreng', 'menebus', 'mi', 'nya', 'lho', 'nya', 'cooked', 'grinningfacewithsweat']","['ya', 'takdir', 'nikmat', 'indomie', 'goreng', 'tebus', 'mi', 'nya', 'lho', 'nya', 'cooked', 'grinningfacewithsweat']",ya takdir nikmat indomie goreng tebus mi nya lho nya cooked grinningfacewithsweat
"saudara-saudara yang ingkar janji , yang suka bohong , itu adalah para ku rawa saudara-saudara sekalian . tidak boleh kritik , harus santun . boleh bohong asal santun , boleh mencuri asal santun .",neutral,saudara saudara yang ingkar janji yang suka bohong itu adalah para ku rawa saudara saudara sekalian tidak boleh kritik harus santun boleh bohong asal santun boleh mencuri asal santun ,saudara saudara yang ingkar janji yang suka bohong itu adalah para ku rawa saudara saudara sekalian tidak boleh kritik harus santun boleh bohong asal santun boleh mencuri asal santun ,"['saudara', 'saudara', 'yang', 'ingkar', 'janji', 'yang', 'suka', 'bohong', 'itu', 'adalah', 'para', 'ku', 'rawa', 'saudara', 'saudara', 'sekalian', 'tidak', 'boleh', 'kritik', 'harus', 'santun', 'boleh', 'bohong', 'asal', 'santun', 'boleh', 'mencuri', 'asal', 'santun']","['saudara', 'saudara', 'yang', 'ingkar', 'janji', 'yang', 'suka', 'bohong', 'itu', 'adalah', 'para', 'ku', 'rawa', 'saudara', 'saudara', 'sekalian', 'tidak', 'boleh', 'kritik', 'harus', 'santun', 'boleh', 'bohong', 'asal', 'santun', 'boleh', 'mencuri', 'asal', 'santun']","['saudara', 'saudara', 'ingkar', 'janji', 'suka', 'bohong', 'ku', 'rawa', 'saudara', 'saudara', 'kritik', 'santun', 'bohong', 'santun', 'mencuri', 'santun']","['saudara', 'saudara', 'ingkar', 'janji', 'suka', 'bohong', 'ku', 'rawa', 'saudara', 'saudara', 'kritik', 'santun', 'bohong', 'santun', 'curi', 'santun']",saudara saudara ingkar janji suka bohong ku rawa saudara saudara kritik santun bohong santun curi santun
"dialog : penenggelaman kapal , siapa untung ? apakah menteri susi akan menyerah dengan pemberlakuan moratorium penenggelaman kapal untuk kepentingan ekonomi sesaat ? waktu yang akan membuktikan nya .",neutral,dialog penenggelaman kapal siapa untung apakah menteri susi akan menyerah dengan pemberlakuan moratorium penenggelaman kapal untuk kepentingan ekonomi sesaat waktu yang akan membuktikan nya ,dialog penenggelaman kapal siapa untung apakah menteri susi akan menyerah dengan pemberlakuan moratorium penenggelaman kapal untuk kepentingan ekonomi sesaat waktu yang akan membuktikan nya ,"['dialog', 'penenggelaman', 'kapal', 'siapa', 'untung', 'apakah', 'menteri', 'susi', 'akan', 'menyerah', 'dengan', 'pemberlakuan', 'moratorium', 'penenggelaman', 'kapal', 'untuk', 'kepentingan', 'ekonomi', 'sesaat', 'waktu', 'yang', 'akan', 'membuktikan', 'nya']","['dialog', 'penenggelaman', 'kapal', 'siapa', 'untung', 'apakah', 'menteri', 'susi', 'akan', 'menyerah', 'dengan', 'pemberlakuan', 'moratorium', 'penenggelaman', 'kapal', 'untuk', 'kepentingan', 'ekonomi', 'sesaat', 'waktu', 'yang', 'akan', 'membuktikan', 'nya']","['dialog', 'penenggelaman', 'kapal', 'untung', 'menteri', 'susi', 'menyerah', 'pemberlakuan', 'moratorium', 'penenggelaman', 'kapal', 'kepentingan', 'ekonomi', 'membuktikan', 'nya']","['dialog', 'tenggelam', 'kapal', 'untung', 'menteri', 'sus', 'serah', 'laku', 'moratorium', 'tenggelam', 'kapal', 'penting', 'ekonomi', 'bukti', 'nya']",dialog tenggelam kapal untung menteri sus serah laku moratorium tenggelam kapal penting ekonomi bukti nya
"negara khilafah tidak boleh ada perbedaan , semua harus salat . kita bunuh dulu mereka sebelum kita dibunuh",negative,negara khilafah tidak boleh ada perbedaan semua harus salat kita bunuh dulu mereka sebelum kita dibunuh,negara khilafah tidak boleh ada perbedaan semua harus salat kita bunuh dulu mereka sebelum kita dibunuh,"['negara', 'khilafah', 'tidak', 'boleh', 'ada', 'perbedaan', 'semua', 'harus', 'salat', 'kita', 'bunuh', 'dulu', 'mereka', 'sebelum', 'kita', 'dibunuh']","['negara', 'khilafah', 'tidak', 'boleh', 'ada', 'perbedaan', 'semua', 'harus', 'salat', 'kita', 'bunuh', 'dulu', 'mereka', 'sebelum', 'kita', 'dibunuh']","['negara', 'khilafah', 'perbedaan', 'salat', 'bunuh', 'dibunuh']","['negara', 'khilafah', 'beda', 'salat', 'bunuh', 'bunuh']",negara khilafah beda salat bunuh bunuh
makan malam bersama keluarga di restoran alas daun tidak mengecewakan . rasanya enak . nasi tutug oncom nya juga juara rasanya . sambal variasi nya banyak . aneka lauk khas sunda dan pepesan juga enak dan harga standar tidak terlalu mahal . cuma untuk makan seafood sepertinya mahal ya . hehe .,positive,makan malam bersama keluarga di restoran alas daun tidak mengecewakan rasanya enak nasi tutug oncom nya juga juara rasanya sambal variasi nya banyak aneka lauk khas sunda dan pepesan juga enak dan harga standar tidak terlalu mahal cuma untuk makan seafood sepertinya mahal ya hehe ,makan malam bersama keluarga di restoran alas daun tidak mengecewakan rasanya enak nasi tutug oncom nya juga juara rasanya sambal variasi nya banyak aneka lauk khas sunda dan pepesan juga enak dan harga standar tidak terlalu mahal cuma untuk makan seafood sepertinya mahal ya hehe ,"['makan', 'malam', 'bersama', 'keluarga', 'di', 'restoran', 'alas', 'daun', 'tidak', 'mengecewakan', 'rasanya', 'enak', 'nasi', 'tutug', 'oncom', 'nya', 'juga', 'juara', 'rasanya', 'sambal', 'variasi', 'nya', 'banyak', 'aneka', 'lauk', 'khas', 'sunda', 'dan', 'pepesan', 'juga', 'enak', 'dan', 'harga', 'standar', 'tidak', 'terlalu', 'mahal', 'cuma', 'untuk', 'makan', 'seafood', 'sepertinya', 'mahal', 'ya', 'hehe']","['makan', 'malam', 'bersama', 'keluarga', 'di', 'restoran', 'alas', 'daun', 'tidak', 'mengecewakan', 'rasanya', 'enak', 'nasi', 'tutug', 'oncom', 'nya', 'juga', 'juara', 'rasanya', 'sambal', 'variasi', 'nya', 'banyak', 'aneka', 'lauk', 'khas', 'sunda', 'dan', 'pepesan', 'juga', 'enak', 'dan', 'harga', 'standar', 'tidak', 'terlalu', 'mahal', 'cuma', 'untuk', 'makan', 'seafood', 'sepertinya', 'mahal', 'ya', 'hehe']","['makan', 'malam', 'keluarga', 'restoran', 'alas', 'daun', 'mengecewakan', 'enak', 'nasi', 'tutug', 'oncom', 'nya', 'juara', 'sambal', 'variasi', 'nya', 'aneka', 'lauk', 'khas', 'sunda', 'pepesan', 'enak', 'harga', 'standar', 'mahal', 'makan', 'seafood', 'mahal', 'ya', 'hehe']","['makan', 'malam', 'keluarga', 'restoran', 'alas', 'daun', 'kecewa', 'enak', 'nasi', 'tutug', 'oncom', 'nya', 'juara', 'sambal', 'variasi', 'nya', 'aneka', 'lauk', 'khas', 'sunda', 'pepes', 'enak', 'harga', 'standar', 'mahal', 'makan', 'seafood', 'mahal', 'ya', 'hehe']",makan malam keluarga restoran alas daun kecewa enak nasi tutug oncom nya juara sambal variasi nya aneka lauk khas sunda pepes enak harga standar mahal makan seafood mahal ya hehe
"ketika saya training di bandung , acara makan malam bersama diadakan di caf ini . dari lokasi nya sangat strategis karena berada di jalan dago , dekat dengan simpang dago . layout dan suasana cafe nya juga oke . tapi makanan nya tidak enak . makanan yang saya pesan tidak saya habiskan sehingga pulang dari cafe ini , saya masih kelaparan",negative,ketika saya training di bandung acara makan malam bersama diadakan di caf ini dari lokasi nya sangat strategis karena berada di jalan dago dekat dengan simpang dago layout dan suasana cafe nya juga oke tapi makanan nya tidak enak makanan yang saya pesan tidak saya habiskan sehingga pulang dari cafe ini saya masih kelaparan,ketika saya training di bandung acara makan malam bersama diadakan di caf ini dari lokasi nya sangat strategis karena berada di jalan dago dekat dengan simpang dago layout dan suasana cafe nya juga oke tapi makanan nya tidak enak makanan yang saya pesan tidak saya habiskan sehingga pulang dari cafe ini saya masih kelaparan,"['ketika', 'saya', 'training', 'di', 'bandung', 'acara', 'makan', 'malam', 'bersama', 'diadakan', 'di', 'caf', 'ini', 'dari', 'lokasi', 'nya', 'sangat', 'strategis', 'karena', 'berada', 'di', 'jalan', 'dago', 'dekat', 'dengan', 'simpang', 'dago', 'layout', 'dan', 'suasana', 'cafe', 'nya', 'juga', 'oke', 'tapi', 'makanan', 'nya', 'tidak', 'enak', 'makanan', 'yang', 'saya', 'pesan', 'tidak', 'saya', 'habiskan', 'sehingga', 'pulang', 'dari', 'cafe', 'ini', 'saya', 'masih', 'kelaparan']","['ketika', 'saya', 'training', 'di', 'bandung', 'acara', 'makan', 'malam', 'bersama', 'diadakan', 'di', 'caf', 'ini', 'dari', 'lokasi', 'nya', 'sangat', 'strategis', 'karena', 'berada', 'di', 'jalan', 'dago', 'dekat', 'dengan', 'simpang', 'dago', 'layout', 'dan', 'suasana', 'cafe', 'nya', 'juga', 'oke', 'tapi', 'makanan', 'nya', 'tidak', 'enak', 'makanan', 'yang', 'saya', 'pesan', 'tidak', 'saya', 'habiskan', 'sehingga', 'pulang', 'dari', 'cafe', 'ini', 'saya', 'masih', 'kelaparan']","['training', 'bandung', 'acara', 'makan', 'malam', 'diadakan', 'caf', 'lokasi', 'nya', 'strategis', 'jalan', 'dago', 'simpang', 'dago', 'layout', 'suasana', 'cafe', 'nya', 'oke', 'makanan', 'nya', 'enak', 'makanan', 'pesan', 'habiskan', 'pulang', 'cafe', 'kelaparan']","['training', 'bandung', 'acara', 'makan', 'malam', 'ada', 'caf', 'lokasi', 'nya', 'strategis', 'jalan', 'dago', 'simpang', 'dago', 'layout', 'suasana', 'cafe', 'nya', 'oke', 'makan', 'nya', 'enak', 'makan', 'pesan', 'habis', 'pulang', 'cafe', 'lapar']",training bandung acara makan malam ada caf lokasi nya strategis jalan dago simpang dago layout suasana cafe nya oke makan nya enak makan pesan habis pulang cafe lapar
"untuk rasa dan ragam makanan , boleh dibilang biasa saja dan banyak ditemui di hampir seluruh restoran sunda . suasana nya lumayanlah , bisa sedikit mengurangi kepenatan akibat rutinitas sehari-sehari . apabila long weekend , mending tidak ke sana deh . untuk mendapatkan tempat duduk saja harus berebutan dan tidak ada yang mengatur antrian nya .",positive,untuk rasa dan ragam makanan boleh dibilang biasa saja dan banyak ditemui di hampir seluruh restoran sunda suasana nya lumayanlah bisa sedikit mengurangi kepenatan akibat rutinitas sehari sehari apabila long weekend mending tidak ke sana deh untuk mendapatkan tempat duduk saja harus berebutan dan tidak ada yang mengatur antrian nya ,untuk rasa dan ragam makanan boleh dibilang biasa saja dan banyak ditemui di hampir seluruh restoran sunda suasana nya lumayanlah bisa sedikit mengurangi kepenatan akibat rutinitas sehari sehari apabila long weekend mending tidak ke sana deh untuk mendapatkan tempat duduk saja harus berebutan dan tidak ada yang mengatur antrian nya ,"['untuk', 'rasa', 'dan', 'ragam', 'makanan', 'boleh', 'dibilang', 'biasa', 'saja', 'dan', 'banyak', 'ditemui', 'di', 'hampir', 'seluruh', 'restoran', 'sunda', 'suasana', 'nya', 'lumayanlah', 'bisa', 'sedikit', 'mengurangi', 'kepenatan', 'akibat', 'rutinitas', 'sehari', 'sehari', 'apabila', 'long', 'weekend', 'mending', 'tidak', 'ke', 'sana', 'deh', 'untuk', 'mendapatkan', 'tempat', 'duduk', 'saja', 'harus', 'berebutan', 'dan', 'tidak', 'ada', 'yang', 'mengatur', 'antrian', 'nya']","['untuk', 'rasa', 'dan', 'ragam', 'makanan', 'boleh', 'dibilang', 'biasa', 'saja', 'dan', 'banyak', 'ditemui', 'di', 'hampir', 'seluruh', 'restoran', 'sunda', 'suasana', 'nya', 'lumayanlah', 'bisa', 'sedikit', 'mengurangi', 'kepenatan', 'akibat', 'rutinitas', 'sehari', 'sehari', 'apabila', 'long', 'weekend', 'mending', 'tidak', 'ke', 'sana', 'deh', 'untuk', 'mendapatkan', 'tempat', 'duduk', 'saja', 'harus', 'berebutan', 'dan', 'tidak', 'ada', 'yang', 'mengatur', 'antrian', 'nya']","['ragam', 'makanan', 'dibilang', 'ditemui', 'restoran', 'sunda', 'suasana', 'nya', 'lumayanlah', 'mengurangi', 'kepenatan', 'akibat', 'rutinitas', 'sehari', 'sehari', 'long', 'weekend', 'mending', 'deh', 'duduk', 'berebutan', 'mengatur', 'antrian', 'nya']","['ragam', 'makan', 'bilang', 'temu', 'restoran', 'sunda', 'suasana', 'nya', 'lumayan', 'kurang', 'penat', 'akibat', 'rutinitas', 'hari', 'hari', 'long', 'weekend', 'mending', 'deh', 'duduk', 'rebut', 'atur', 'antri', 'nya']",ragam makan bilang temu restoran sunda suasana nya lumayan kurang penat akibat rutinitas hari hari long weekend mending deh duduk rebut atur antri nya
"mohon informasikan atm mana saja di semarang yang bisa untuk tarik tunai melalui bca mobile , terima kasih",neutral,mohon informasikan atm mana saja di semarang yang bisa untuk tarik tunai melalui bca mobile terima kasih,mohon informasikan atm mana saja di semarang yang bisa untuk tarik tunai melalui bca mobile terima kasih,"['mohon', 'informasikan', 'atm', 'mana', 'saja', 'di', 'semarang', 'yang', 'bisa', 'untuk', 'tarik', 'tunai', 'melalui', 'bca', 'mobile', 'terima', 'kasih']","['mohon', 'informasikan', 'atm', 'mana', 'saja', 'di', 'semarang', 'yang', 'bisa', 'untuk', 'tarik', 'tunai', 'melalui', 'baca', 'mobile', 'terima', 'kasih']","['mohon', 'informasikan', 'atm', 'semarang', 'tarik', 'tunai', 'baca', 'mobile', 'terima', 'kasih']","['mohon', 'informasi', 'atm', 'semarang', 'tarik', 'tunai', 'baca', 'mobile', 'terima', 'kasih']",mohon informasi atm semarang tarik tunai baca mobile terima kasih
"ada beberapa menu yang unik tapi rasanya boleh dicoba seperti tumis keciwis , terong goreng yang rasanya seperti perkedel empuk dan gurih . untuk harga tidak terlalu mahal dengan rasa yang cukup enak ya . tips : untuk akhir pekan lebih baik melakukan reservasi karena penuh sekali .",positive,ada beberapa menu yang unik tapi rasanya boleh dicoba seperti tumis keciwis terong goreng yang rasanya seperti perkedel empuk dan gurih untuk harga tidak terlalu mahal dengan rasa yang cukup enak ya tips untuk akhir pekan lebih baik melakukan reservasi karena penuh sekali ,ada beberapa menu yang unik tapi rasanya boleh dicoba seperti tumis keciwis terong goreng yang rasanya seperti perkedel empuk dan gurih untuk harga tidak terlalu mahal dengan rasa yang cukup enak ya tips untuk akhir pekan lebih baik melakukan reservasi karena penuh sekali ,"['ada', 'beberapa', 'menu', 'yang', 'unik', 'tapi', 'rasanya', 'boleh', 'dicoba', 'seperti', 'tumis', 'keciwis', 'terong', 'goreng', 'yang', 'rasanya', 'seperti', 'perkedel', 'empuk', 'dan', 'gurih', 'untuk', 'harga', 'tidak', 'terlalu', 'mahal', 'dengan', 'rasa', 'yang', 'cukup', 'enak', 'ya', 'tips', 'untuk', 'akhir', 'pekan', 'lebih', 'baik', 'melakukan', 'reservasi', 'karena', 'penuh', 'sekali']","['ada', 'beberapa', 'menu', 'yang', 'unik', 'tapi', 'rasanya', 'boleh', 'dicoba', 'seperti', 'tumis', 'keciwis', 'terong', 'goreng', 'yang', 'rasanya', 'seperti', 'perkedel', 'empuk', 'dan', 'gurih', 'untuk', 'harga', 'tidak', 'terlalu', 'mahal', 'dengan', 'rasa', 'yang', 'cukup', 'enak', 'ya', 'tips', 'untuk', 'akhir', 'pekan', 'lebih', 'baik', 'melakukan', 'reservasi', 'karena', 'penuh', 'sekali']","['menu', 'unik', 'dicoba', 'tumis', 'keciwis', 'terong', 'goreng', 'perkedel', 'empuk', 'gurih', 'harga', 'mahal', 'enak', 'ya', 'tips', 'pekan', 'reservasi', 'penuh']","['menu', 'unik', 'coba', 'tumis', 'keciwis', 'terong', 'goreng', 'perkedel', 'empuk', 'gurih', 'harga', 'mahal', 'enak', 'ya', 'tips', 'pekan', 'reservasi', 'penuh']",menu unik coba tumis keciwis terong goreng perkedel empuk gurih harga mahal enak ya tips pekan reservasi penuh
"untuk pengecekan layanan mandiri verified by visa vbv tidak dapat melalui layanan mandiri call 14000 , namun hanya bisa melalui email dan kantor cabang bank mandiri .",neutral,untuk pengecekan layanan mandiri verified by visa vbv tidak dapat melalui layanan mandiri call namun hanya bisa melalui email dan kantor cabang bank mandiri ,untuk pengecekan layanan mandiri verified by visa vbv tidak dapat melalui layanan mandiri call namun hanya bisa melalui email dan kantor cabang bank mandiri ,"['untuk', 'pengecekan', 'layanan', 'mandiri', 'verified', 'by', 'visa', 'vbv', 'tidak', 'dapat', 'melalui', 'layanan', 'mandiri', 'call', 'namun', 'hanya', 'bisa', 'melalui', 'email', 'dan', 'kantor', 'cabang', 'bank', 'mandiri']","['untuk', 'pengecekan', 'layanan', 'mandiri', 'verified', 'by', 'visa', 'vbv', 'tidak', 'dapat', 'melalui', 'layanan', 'mandiri', 'call', 'namun', 'hanya', 'bisa', 'melalui', 'email', 'dan', 'kantor', 'cabang', 'bank', 'mandiri']","['pengecekan', 'layanan', 'mandiri', 'verified', 'by', 'visa', 'vbv', 'layanan', 'mandiri', 'call', 'email', 'kantor', 'cabang', 'bank', 'mandiri']","['kece', 'layan', 'mandiri', 'verified', 'by', 'visa', 'vbv', 'layan', 'mandiri', 'call', 'email', 'kantor', 'cabang', 'bank', 'mandiri']",kece layan mandiri verified by visa vbv layan mandiri call email kantor cabang bank mandiri
"martabak ini sepertinya lebih cocok disebut pancake . rasanya oke , dengan manis yang pas tidak terlalu manis sehingga membuat enek . namun jangan mengharapkan tekstur lembab ala martabak manis , karena seperti nama nya tekstur nya memang seperti bolu . karena itu juga , martabak tetap enak dinikmati saat sudah dingin , dan bahkan awet disimpan selama beberapa hari di suhu ruang . harga nya relatif mahal apabila dibandingkan dengan yang lain . hehe . cukup sekali saja deh saya beli .",negative,martabak ini sepertinya lebih cocok disebut pancake rasanya oke dengan manis yang pas tidak terlalu manis sehingga membuat enek namun jangan mengharapkan tekstur lembab ala martabak manis karena seperti nama nya tekstur nya memang seperti bolu karena itu juga martabak tetap enak dinikmati saat sudah dingin dan bahkan awet disimpan selama beberapa hari di suhu ruang harga nya relatif mahal apabila dibandingkan dengan yang lain hehe cukup sekali saja deh saya beli ,martabak ini sepertinya lebih cocok disebut pancake rasanya oke dengan manis yang pas tidak terlalu manis sehingga membuat enek namun jangan mengharapkan tekstur lembab ala martabak manis karena seperti nama nya tekstur nya memang seperti bolu karena itu juga martabak tetap enak dinikmati saat sudah dingin dan bahkan awet disimpan selama beberapa hari di suhu ruang harga nya relatif mahal apabila dibandingkan dengan yang lain hehe cukup sekali saja deh saya beli ,"['martabak', 'ini', 'sepertinya', 'lebih', 'cocok', 'disebut', 'pancake', 'rasanya', 'oke', 'dengan', 'manis', 'yang', 'pas', 'tidak', 'terlalu', 'manis', 'sehingga', 'membuat', 'enek', 'namun', 'jangan', 'mengharapkan', 'tekstur', 'lembab', 'ala', 'martabak', 'manis', 'karena', 'seperti', 'nama', 'nya', 'tekstur', 'nya', 'memang', 'seperti', 'bolu', 'karena', 'itu', 'juga', 'martabak', 'tetap', 'enak', 'dinikmati', 'saat', 'sudah', 'dingin', 'dan', 'bahkan', 'awet', 'disimpan', 'selama', 'beberapa', 'hari', 'di', 'suhu', 'ruang', 'harga', 'nya', 'relatif', 'mahal', 'apabila', 'dibandingkan', 'dengan', 'yang', 'lain', 'hehe', 'cukup', 'sekali', 'saja', 'deh', 'saya', 'beli']","['martabak', 'ini', 'sepertinya', 'lebih', 'cocok', 'disebut', 'pancake', 'rasanya', 'oke', 'dengan', 'manis', 'yang', 'pas', 'tidak', 'terlalu', 'manis', 'sehingga', 'membuat', 'enek', 'namun', 'jangan', 'mengharapkan', 'tekstur', 'lembab', 'ala', 'martabak', 'manis', 'karena', 'seperti', 'nama', 'nya', 'tekstur', 'nya', 'memang', 'seperti', 'bolu', 'karena', 'itu', 'juga', 'martabak', 'tetap', 'enak', 'dinikmati', 'saat', 'sudah', 'dingin', 'dan', 'bahkan', 'awet', 'disimpan', 'selama', 'beberapa', 'hari', 'di', 'suhu', 'ruang', 'harga', 'nya', 'relatif', 'mahal', 'apabila', 'dibandingkan', 'dengan', 'yang', 'lain', 'hehe', 'cukup', 'sekali', 'saja', 'deh', 'saya', 'beli']","['martabak', 'cocok', 'pancake', 'oke', 'manis', 'pas', 'manis', 'enek', 'mengharapkan', 'tekstur', 'lembab', 'ala', 'martabak', 'manis', 'nama', 'nya', 'tekstur', 'nya', 'bolu', 'martabak', 'enak', 'dinikmati', 'dingin', 'awet', 'disimpan', 'suhu', 'ruang', 'harga', 'nya', 'relatif', 'mahal', 'dibandingkan', 'hehe', 'deh', 'beli']","['martabak', 'cocok', 'pancake', 'oke', 'manis', 'pas', 'manis', 'enek', 'harap', 'tekstur', 'lembab', 'ala', 'martabak', 'manis', 'nama', 'nya', 'tekstur', 'nya', 'bolu', 'martabak', 'enak', 'nikmat', 'dingin', 'awet', 'simpan', 'suhu', 'ruang', 'harga', 'nya', 'relatif', 'mahal', 'banding', 'hehe', 'deh', 'beli']",martabak cocok pancake oke manis pas manis enek harap tekstur lembab ala martabak manis nama nya tekstur nya bolu martabak enak nikmat dingin awet simpan suhu ruang harga nya relatif mahal banding hehe deh beli
"menu pilihan pasta dan pizza nya banyak sekali . untuk rasa , bumbu nya pas tapi pasta nya kurang aldente . terlalu matang . yang paling enak aglio oli nya . yang kurang enak spicy tuna nya .",positive,menu pilihan pasta dan pizza nya banyak sekali untuk rasa bumbu nya pas tapi pasta nya kurang aldente terlalu matang yang paling enak aglio oli nya yang kurang enak spicy tuna nya ,menu pilihan pasta dan pizza nya banyak sekali untuk rasa bumbu nya pas tapi pasta nya kurang aldente terlalu matang yang paling enak aglio oli nya yang kurang enak spicy tuna nya ,"['menu', 'pilihan', 'pasta', 'dan', 'pizza', 'nya', 'banyak', 'sekali', 'untuk', 'rasa', 'bumbu', 'nya', 'pas', 'tapi', 'pasta', 'nya', 'kurang', 'aldente', 'terlalu', 'matang', 'yang', 'paling', 'enak', 'aglio', 'oli', 'nya', 'yang', 'kurang', 'enak', 'spicy', 'tuna', 'nya']","['menu', 'pilihan', 'pasta', 'dan', 'pizza', 'nya', 'banyak', 'sekali', 'untuk', 'rasa', 'bumbu', 'nya', 'pas', 'tapi', 'pasta', 'nya', 'kurang', 'aldente', 'terlalu', 'matang', 'yang', 'paling', 'enak', 'aglio', 'oli', 'nya', 'yang', 'kurang', 'enak', 'spicy', 'tuna', 'nya']","['menu', 'pilihan', 'pasta', 'pizza', 'nya', 'bumbu', 'nya', 'pas', 'pasta', 'nya', 'aldente', 'matang', 'enak', 'aglio', 'oli', 'nya', 'enak', 'spicy', 'tuna', 'nya']","['menu', 'pilih', 'pasta', 'pizza', 'nya', 'bumbu', 'nya', 'pas', 'pasta', 'nya', 'aldente', 'matang', 'enak', 'aglio', 'oli', 'nya', 'enak', 'spicy', 'tuna', 'nya']",menu pilih pasta pizza nya bumbu nya pas pasta nya aldente matang enak aglio oli nya enak spicy tuna nya
